country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curazao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saint Barthelemy,"Saint Helena, Ascension, and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
Aruba,13197.3,9117.2,7578.2,11431.7,7571.9,10053.3,972.6,1012.8,5677.1,11150.7,0.0,17161.7,8583.6,11339.7,1590.1,12316.4,15469.0,1134.0,9409.8,7843.8,2058.8,7886.7,2256.5,15101.0,3263.0,191.9,8868.8,11007.9,3566.0,15794.2,867.6,18049.7,9515.0,7415.6,11172.3,17175.5,9012.9,5757.5,4964.5,1372.3,9958.1,9515.3,5336.8,14614.3,19503.2,18604.1,1000.0,12855.9,10493.2,1536.5,7068.6,8657.7,1297.0,113.3,10405.3,8630.1,10301.6,8208.5,12111.9,982.4,688.0,1828.6,10435.8,2056.4,8917.4,11708.7,9114.5,11754.0,11979.3,7196.4,7388.6,12578.6,9083.8,7645.0,9343.0,14494.8,9122.2,5918.4,10915.4,8267.0,7551.6,6927.3,9297.5,6827.6,910.0,15233.0,2216.1,7328.3,6574.4,5952.4,1480.2,755.6,1783.4,16116.4,8959.9,6983.3,15020.9,18640.4,12236.4,11362.5,7037.1,7295.5,10673.4,8477.9,1000.6,13856.5,7356.7,10815.5,12067.9,11959.7,11050.4,9149.8,11872.8,13046.3,16330.4,9126.4,10662.1,11477.4,6669.1,9131.3,8208.7,9117.3,7958.2,16144.6,13258.5,11851.0,17956.3,15605.3,7082.9,8701.5,12928.3,6330.3,14384.4,3651.0,15034.3,9611.3,8047.1,13398.5,9024.2,959.4,6733.5,12067.4,15900.8,10395.8,13619.2,14694.6,7912.8,14060.6,13023.2,1655.4,8354.3,8578.4,11489.1,13790.6,13882.2,9238.1,14923.1,8169.5,13018.6,13575.2,16518.3,10675.6,1262.7,16250.3,4171.6,2465.0,16915.8,7475.6,8862.5,6715.2,727.4,12393.9,9566.5,9396.3,11784.9,11133.9,970.0,7673.7,939.9,986.3,963.1,4026.1,944.0,11632.2,8451.4,8555.6,11898.4,5999.7,9131.0,13980.5,6374.2,18328.4,961.3,8950.3,8630.7,14557.8,12708.7,10986.7,14331.5,11067.2,7109.1,16080.8,10787.8,1805.4,8732.0,8108.2,10896.0,15827.0,13045.6,11779.1,16712.9,18271.2,7738.7,11512.1,12072.9,975.0,8285.6,10421.4,12278.8,1033.6,12611.6,842.6,11315.9,9783.5,12731.5,7392.8,3740.5,5208.9,12442.2,13892.3,769.6,17058.2,12171.9,12578.4,11159.7,11407.8
Australia,9572.8,13742.3,15282.9,5961.9,15277.2,11994.3,18120.7,18172.8,12725.7,11671.0,17161.7,0.0,14207.3,11472.0,16895.3,10573.5,7159.2,18085.7,13260.6,14888.4,15571.4,14610.1,18058.4,7463.9,15039.6,17295.2,13966.7,10735.6,15590.2,6892.2,17982.0,3888.2,13324.8,15130.9,11243.9,5222.8,13519.1,14143.6,17500.9,16447.9,12623.3,13223.7,12754.7,7447.7,3386.9,4136.4,16250.0,9449.7,6745.2,15710.1,15288.4,14165.5,16786.5,17227.9,12476.2,14124.1,12015.6,14407.2,10686.2,18104.7,17459.0,15454.4,12448.1,15397.4,13439.2,11115.0,13450.4,9908.7,10772.6,11368.8,14995.2,4821.0,13393.2,15157.4,7902.8,6088.6,13176.6,16538.6,11887.6,14460.9,14871.5,15961.8,13575.2,14836.0,17855.4,4447.1,15344.6,15405.9,15816.7,16440.7,17376.7,17258.0,15721.1,5685.7,13833.8,15186.1,7802.5,3448.6,10621.1,11513.8,15579.1,15321.5,12217.2,14379.8,16727.4,6821.0,15384.1,12075.2,10496.4,10605.5,6599.4,13696.4,11012.9,9548.0,6032.4,13480.1,12221.7,10023.2,15592.9,13733.3,14586.7,13528.4,14789.8,5688.7,8844.9,10320.9,4737.9,7246.8,15589.4,14187.5,5409.3,16397.3,7739.2,14359.5,4048.5,13167.0,14792.1,8537.2,13822.3,18118.7,16151.9,9934.8,6629.3,11237.4,4493.9,7969.2,14788.2,3290.4,4163.0,15722.5,14374.6,13966.5,5813.1,3401.6,7292.7,13616.3,4878.5,14333.1,9872.6,9222.9,3628.5,12213.7,15926.0,2361.8,14456.9,15089.1,4417.2,9686.2,13852.8,16153.9,17785.7,10496.5,12796.1,13407.7,9954.6,11318.9,18125.6,13298.3,18100.7,18029.9,18113.9,17442.7,17935.7,5783.8,14385.9,13712.9,10990.4,16506.4,13700.7,8616.3,15932.0,4369.7,18112.7,13820.8,14179.3,3281.6,10014.7,10407.7,6801.2,11591.8,15755.5,6809.9,11965.7,17423.6,13795.6,14691.6,11980.1,5591.7,9625.3,10602.9,5775.7,2005.5,14724.0,6016.7,5211.9,17758.1,14605.5,12435.1,10487.1,17393.1,5072.4,17953.5,11236.5,12974.6,10159.5,15200.6,15186.7,13528.7,10253.8,3622.9,17010.9,5156.3,5275.4,10278.5,10946.9,10512.5
Austria,4636.5,836.5,2434.9,16292.5,1158.2,6511.9,7614.9,7609.8,12263.0,2570.1,8583.6,14207.3,0.0,2756.2,8139.4,3959.0,7060.1,7745.4,1169.4,808.0,9560.2,4390.0,6685.1,6781.3,10466.5,8481.0,468.4,7801.3,9484.9,8183.1,7717.3,10400.9,1009.9,4190.5,5834.5,9022.8,4454.6,7275.2,4967.7,8805.8,4574.3,3576.3,12561.3,7154.9,10943.4,10428.9,9550.9,7192.5,17044.9,9833.5,4823.7,273.2,8444.3,8538.2,2085.6,264.8,5754.7,1032.8,4744.1,7707.0,8105.3,10364.6,2700.3,9871.1,5098.9,4274.0,1414.9,8373.2,4906.3,13062.9,2095.2,16305.5,1752.9,950.3,16388.5,11951.9,5361.1,4683.9,2332.2,503.3,4627.7,2070.3,1107.1,3946.5,7974.8,11651.6,9799.1,1282.1,4748.2,4834.5,8373.6,8244.1,9565.1,8887.3,376.3,2786.3,6437.8,10778.3,3687.9,2912.5,1736.8,1531.1,2517.0,646.6,8681.2,9178.8,1247.7,2639.0,3848.9,5733.3,15101.9,740.2,3473.3,4729.6,8256.3,1245.4,2341.3,8651.0,5093.6,2362.4,379.4,1069.4,670.4,8863.9,8020.0,7011.5,9473.2,7438.7,3728.4,1286.1,13531.3,3727.1,8658.0,9938.0,12548.0,1040.6,695.9,6362.9,655.1,7664.2,2532.7,7623.9,7612.4,7814.5,14156.7,6247.4,840.1,16080.6,18289.2,9683.2,3369.4,4296.3,16821.9,16941.1,8244.0,869.7,11319.6,1494.6,4683.8,4997.5,11554.2,2460.9,9713.3,13402.0,10707.7,10723.8,10214.5,15826.2,591.0,2041.6,7879.1,4043.1,5291.3,814.5,5567.6,5679.1,7622.5,8309.9,7660.8,7796.6,7625.6,5168.3,7893.4,16210.9,429.3,5300.3,3763.9,4536.5,634.8,7031.7,4993.1,9844.6,7627.8,404.3,155.5,14715.1,5582.2,8687.5,8636.0,4777.8,1658.2,7588.7,4110.0,8236.0,1428.7,485.5,2473.6,9247.2,4604.2,6295.3,8460.5,12320.0,4502.7,15688.7,16955.1,8071.9,1570.8,1922.0,3720.6,7994.8,15248.9,7743.2,5392.6,1242.4,4383.5,1518.8,8364.9,11299.8,3970.2,15635.1,8820.2,9145.4,16109.1,4721.9,6846.3,7511.6
Azerbaijan,1913.5,2311.4,4391.8,15368.0,3809.8,6458.1,10370.6,10362.6,14236.5,216.6,11339.7,11472.0,2756.2,0.0,10820.8,1601.7,4385.8,10479.9,2109.5,3513.4,12204.8,5620.6,9394.8,4161.1,12951.6,11235.8,2497.0,7312.4,11820.1,5718.7,10473.5,7752.1,1863.0,5704.1,5144.8,6361.0,5043.6,9056.1,7326.1,11502.3,4566.8,3911.0,14750.6,4911.3,8187.7,7704.8,12304.1,5771.4,16686.9,12563.3,6377.7,2693.7,11147.1,11293.7,1365.1,2724.4,5558.0,3287.3,3175.8,10455.4,10854.5,13113.0,2140.9,12538.8,5686.4,2868.5,2599.7,7566.7,3505.3,14465.0,4339.2,14711.7,2835.4,3697.3,17033.1,10134.5,5820.0,6759.7,428.2,3100.9,5987.2,4592.2,2207.1,5831.5,10713.7,9659.7,12437.1,4021.6,6537.5,6862.9,11052.7,10986.6,12246.4,6480.6,2379.9,4965.8,3682.3,8079.0,1016.4,843.0,4383.1,4137.2,1529.6,2931.0,11405.9,7586.5,3991.0,1476.2,1772.5,4555.0,14548.3,2238.8,1201.6,2292.5,5653.8,2494.7,1253.0,7977.1,6775.4,3193.6,3131.4,2418.8,3391.9,6444.8,6521.7,6068.8,6734.5,4837.3,5524.6,2934.3,12229.3,5885.3,6776.0,12298.2,10572.1,1737.9,3321.5,4512.4,2363.5,10417.1,4939.1,6629.1,4968.5,7609.4,12504.1,3578.6,3468.6,13838.6,15625.3,12387.8,4535.6,5159.5,15753.7,14520.9,6546.1,2175.3,9428.7,3501.2,2211.9,2249.1,9223.7,1433.9,12459.6,11003.4,12977.7,13418.6,7759.8,18231.2,2536.6,4700.1,10634.6,1674.1,5508.6,1943.8,4505.8,4996.6,10377.7,9286.6,10415.4,10539.3,10381.2,7776.1,10633.8,15177.8,2915.8,6062.0,1817.9,6614.6,2230.2,5028.6,6817.9,7102.4,10383.3,2397.0,2712.4,12614.9,3878.2,8230.8,6807.7,4026.6,4299.9,4862.3,3468.1,10881.2,2989.2,3232.7,962.2,6979.3,2037.3,5311.9,5795.5,9649.3,5790.2,14810.6,15473.0,10802.5,3428.6,1067.2,1037.0,10728.8,13864.2,10499.4,4563.6,1593.1,1945.3,4069.2,10670.0,13300.9,1440.4,13588.3,11555.8,6532.4,14784.3,2726.8,6241.0,6822.2
Bahamas,12513.4,8814.8,7738.2,10945.2,7304.6,11060.8,1662.6,1843.9,7169.3,10662.1,1590.1,16895.3,8139.4,10820.8,0.0,12081.7,14455.9,2286.2,8746.5,7342.1,1442.6,8551.2,1474.1,14046.2,4810.9,1718.6,8507.1,12193.4,5149.5,16154.1,1508.0,16483.7,9137.7,8033.8,11919.2,15836.5,9647.5,4170.9,5622.4,693.1,10540.9,9897.2,6747.6,13261.8,18358.0,18461.3,2288.5,13706.4,10267.8,1820.7,7836.8,8276.0,391.0,1676.4,10153.3,8120.9,11127.4,7542.6,12345.8,1981.7,1021.9,2973.6,10417.8,1732.1,9703.0,11889.2,8348.5,12990.3,12308.2,8688.1,6562.7,12079.3,8237.5,7268.7,9120.8,16075.3,9952.9,6599.4,10394.9,7736.5,8275.2,6866.2,9039.2,5623.7,2181.2,13769.0,1684.3,6859.0,7312.1,6679.6,2979.6,853.7,1427.5,14612.8,8503.6,6036.2,14351.1,17063.3,11806.8,11046.7,6443.3,6685.2,10508.5,8195.6,766.8,12266.5,6894.9,10647.5,11166.7,12554.1,10307.8,8805.0,11601.3,12131.1,15037.6,8403.0,10417.5,12777.7,7495.6,9242.5,7790.6,8438.3,7473.6,14647.7,14268.8,12797.7,16767.8,15566.2,7573.1,8573.1,11801.4,6758.9,15393.8,2554.1,13711.0,9098.0,7731.1,12041.1,8685.5,1827.2,6812.0,13128.8,14760.9,11621.2,12616.0,13772.4,7364.5,13609.9,13232.6,1577.3,8763.1,9200.1,11129.3,13611.8,12323.5,8914.2,13425.5,7394.5,12809.4,12927.6,15021.1,10484.3,1860.7,15164.6,5740.1,3794.9,15327.9,7702.6,8284.6,6553.5,1348.4,12165.0,10351.7,8941.1,10407.1,11846.9,1701.9,9071.0,1737.3,2114.9,1671.3,3067.4,2153.9,11117.9,8112.7,9402.6,11790.8,6644.1,8748.7,14520.5,7167.0,17081.7,1673.6,8453.8,8221.4,13729.0,13076.7,12318.1,12761.9,11550.4,6912.0,15670.8,11130.7,3269.5,7949.3,7703.3,10595.7,14263.8,12219.4,12558.5,15475.5,16989.4,8431.6,10879.2,11734.2,2331.6,8240.0,10058.6,11629.3,681.4,11852.8,1489.9,11927.1,9228.0,12508.8,6751.7,2193.7,6771.0,11677.2,13279.3,2359.7,15636.3,11621.1,12636.1,12143.7,12507.9
Bahrain,1868.5,3269.7,4834.9,15596.3,4800.8,5428.6,11350.9,11305.5,13801.2,1652.1,12316.4,10573.5,3959.0,1601.7,12081.7,0.0,4008.4,11320.3,3610.3,4765.6,13512.7,5412.0,10614.3,3946.5,13180.7,12181.3,3575.2,6028.9,11934.2,4244.9,11477.9,7206.7,2951.5,5660.0,3937.1,5860.8,4545.3,10655.3,7744.7,12733.4,3809.2,3509.0,14467.1,5173.1,7189.4,6544.5,13200.6,4246.2,16890.4,13703.0,6275.1,3807.6,12368.5,12250.0,1936.3,4011.4,4549.3,4704.6,1775.4,11362.7,11937.1,13942.4,1980.0,13812.5,5087.8,1640.8,4143.9,6157.8,2145.1,13598.0,5809.2,14647.7,4410.1,4813.1,17766.6,8534.9,5130.8,6984.3,1935.7,4397.2,5808.0,5389.2,3056.0,7402.0,11565.3,9776.9,13752.8,5230.7,6575.2,7041.7,11716.3,12101.0,13499.8,6399.1,3607.8,6468.1,2951.8,7400.2,778.8,1052.0,5688.0,5464.8,1644.4,3897.4,12574.6,8158.5,5193.4,1502.7,2834.8,3180.7,15138.8,3276.8,487.2,2792.3,5330.0,4015.9,1673.1,6594.9,6714.4,3332.0,4296.2,3908.6,4629.3,6350.0,4961.8,4682.5,5970.1,3485.5,5687.8,3615.1,12638.6,6258.8,5174.3,13812.7,10638.8,3082.6,4356.2,5186.6,3396.2,11359.5,5605.6,5197.6,4613.1,6424.0,12657.5,3319.6,4768.7,13427.9,14674.5,13595.4,4477.0,4802.4,15810.9,13897.8,7127.1,3167.7,9644.4,4989.5,727.8,1899.8,9050.1,1641.3,13532.8,10650.6,12938.8,14017.1,7527.3,19784.3,3914.6,5618.3,11661.5,84.1,4726.9,3181.8,5652.1,3808.6,11349.2,8562.4,11376.8,11413.2,11358.8,9124.4,11494.7,15378.3,3969.7,5513.8,605.4,6854.5,3338.0,3426.9,6851.8,6305.2,11360.3,3681.2,3867.0,12426.4,2347.5,6912.8,7268.7,2942.3,5233.1,3764.5,2580.8,11481.3,4517.1,4380.6,1487.7,7024.0,2404.0,3958.2,5323.8,8977.1,5592.7,15169.4,15344.8,11618.4,4038.3,2039.8,1669.4,11877.2,14049.7,11505.7,3354.3,3013.9,427.3,5424.2,12194.6,12974.0,2140.8,13353.5,12367.5,6126.5,14876.8,1169.9,4977.4,5488.8
Bangladesh,2477.6,6697.1,8692.8,11593.6,8172.2,8774.4,14551.3,14583.9,17064.3,4597.3,15469.0,7159.2,7060.1,4385.8,14455.9,4008.4,0.0,14784.0,6112.8,7730.2,15480.5,9407.2,13269.4,424.3,17189.1,15411.1,6865.0,8740.6,15937.3,3881.8,14619.9,3366.3,6244.0,9668.4,7195.2,1975.4,8470.4,11021.1,11649.9,15125.8,7627.3,7498.1,17827.0,1896.7,4128.3,4028.6,16468.8,6408.0,12883.0,16251.2,10278.6,7044.3,14842.1,15452.4,5593.2,6965.8,8035.2,7292.6,5207.2,14707.0,14861.5,17295.0,5954.7,15857.2,8932.2,5367.1,6365.7,8425.3,5532.7,15971.8,8080.6,10648.3,6385.4,8009.3,13812.6,8346.1,8905.6,10963.1,4778.7,7302.6,9804.2,8977.8,6583.8,8832.9,15002.7,5823.6,15637.4,8248.5,10582.6,11032.3,15428.5,14926.8,15686.7,2435.9,6690.9,8507.4,1223.7,3718.4,3712.9,4653.2,8471.9,8211.9,5496.2,7312.1,15192.2,4775.9,8225.7,5369.3,3402.2,6237.5,11277.6,6619.8,4295.9,2425.5,1324.5,6366.1,5377.6,8882.1,10720.0,7283.6,7439.0,6392.4,7630.6,2381.4,6659.9,7341.0,2490.3,2921.4,9671.2,7291.3,8768.6,10172.8,6032.4,14588.0,6653.6,6020.4,7681.1,2839.9,6743.3,14636.5,9317.0,7575.5,607.4,9326.3,8672.4,813.0,7636.2,9529.5,11260.8,15932.4,8483.6,8772.4,11806.0,10147.1,3926.6,6560.7,5749.4,7303.7,3540.3,2208.5,5042.5,5450.7,16313.4,6699.2,16852.9,17783.3,3520.5,16201.9,6695.1,9068.6,14741.8,3959.9,8451.4,6277.0,4355.8,7125.8,14567.9,12049.9,14615.0,14816.4,14564.4,11497.7,14918.3,11374.6,7279.4,9369.8,4594.1,10827.7,6598.2,4915.4,10859.7,2866.2,14567.1,6667.3,7045.0,8434.5,5154.2,9367.3,3834.1,6561.3,8669.9,2026.8,6427.0,15266.6,6742.5,7545.5,5086.2,3115.3,2466.5,6878.8,1409.9,5270.5,9587.9,11200.7,11364.7,15114.4,7775.3,5424.7,3361.5,14628.3,10056.0,14641.8,6719.7,5820.5,3717.2,8105.3,13247.2,16573.8,3094.8,9380.7,15847.4,2165.0,10868.6,4463.9,7925.9,8151.1
Barbados,12380.4,8200.6,6521.9,12556.6,6672.2,8964.9,672.4,491.6,5728.6,10279.9,1134.0,18085.7,7745.4,10479.9,2286.2,11320.3,14784.0,0.0,8672.6,7054.8,3139.5,6752.8,2184.0,14465.9,3291.2,951.1,7984.0,9985.3,3147.6,14660.4,795.3,17946.5,8624.3,6283.6,10044.4,16691.4,7879.1,6211.1,3836.4,2350.3,8824.7,8398.8,5554.5,14313.7,18397.7,17472.2,1880.8,11745.6,11583.4,2667.7,5935.9,7787.0,2143.7,1032.3,9445.4,7824.7,9179.9,7505.1,11003.3,315.1,1291.1,2645.6,9396.4,3176.7,7788.6,10611.4,8449.9,10758.7,10858.9,7199.8,6818.2,13700.8,8475.1,6795.5,10440.6,13886.5,7998.2,4785.8,10065.2,7482.4,6418.0,5955.2,8359.0,6599.4,246.4,16033.0,3317.7,6536.2,5440.5,4818.5,924.2,1504.9,2888.7,16007.6,8119.2,6519.4,14142.6,18461.2,11317.0,10411.9,6326.0,6585.7,9677.5,7565.1,1978.5,14228.3,6559.6,9818.6,11418.3,10825.9,12182.0,8251.5,10896.7,12378.8,15859.5,8433.9,9695.3,10517.8,5539.3,8070.7,7366.1,8397.2,7156.8,16018.0,12184.4,10754.8,17214.5,14508.5,5963.3,7722.3,13990.3,5225.2,13317.2,4669.7,15992.5,8785.4,7158.8,13150.5,8125.7,484.8,5714.7,11002.4,15298.3,9390.2,14722.7,13976.8,7147.9,15166.1,13934.1,2782.9,7239.5,7445.0,12597.3,14832.0,14033.2,8328.7,15668.8,7538.0,12003.0,12728.8,17242.2,9688.9,2377.5,17347.7,4054.5,3008.8,17116.8,8477.6,8089.4,5789.4,937.8,11394.5,8438.9,8545.5,11614.6,10003.5,628.9,6784.8,577.3,174.4,658.7,3754.1,190.5,12759.2,7564.9,7432.1,10867.6,4868.9,8250.4,12847.0,5241.8,17580.6,655.4,8130.5,7773.9,15689.9,11582.0,10046.6,14515.8,9936.5,6189.1,15061.9,9670.7,1096.2,8089.2,7261.4,9947.0,15922.6,12317.7,10655.7,16150.8,19274.2,6604.7,12645.7,13173.6,331.8,7283.3,9506.9,11465.9,1604.7,13744.3,807.8,10182.0,8976.1,11724.8,6698.8,4461.3,5075.0,11692.1,15021.0,1075.9,16709.7,13300.5,11498.0,10069.4,10352.8
Belarus,3803.8,1512.3,3568.7,15352.3,2300.7,7255.8,8461.0,8480.3,13425.1,1988.1,9409.8,13260.6,1169.4,2109.5,8746.5,3610.3,6112.8,8672.6,0.0,1639.9,10108.8,5431.3,7351.4,5797.1,11551.8,9329.1,1322.1,8429.7,10618.3,7818.1,8544.7,9391.4,1234.0,5286.4,6329.3,8038.2,5327.7,7136.6,6123.0,9434.7,5261.0,4320.2,13697.8,6030.8,10142.1,9751.2,10401.6,7422.5,16340.8,10522.9,5938.0,1327.9,9086.4,9378.3,2109.0,962.5,6426.3,1210.9,4823.7,8597.0,8868.3,11229.0,2995.1,10450.2,5995.4,4398.2,573.7,8894.8,5068.4,14223.5,2229.6,15204.4,924.1,2010.8,15999.4,12057.8,6229.0,5852.2,1703.2,1220.0,5702.5,3226.5,1692.2,3814.9,8889.9,10482.4,10338.6,2150.7,5895.0,6001.4,9369.7,8980.1,10165.6,7783.3,942.5,2865.1,5651.0,9812.1,3124.8,2594.4,2372.7,2114.6,2577.9,1742.1,9366.1,8016.9,2132.4,2654.1,2778.1,6026.8,14219.9,1340.2,3139.0,3712.9,7239.1,412.0,2292.7,9230.5,6230.4,3166.4,1489.8,310.1,1560.8,7763.6,8232.1,7444.1,8582.7,6946.6,4863.7,2239.2,12436.4,4895.9,8682.9,10211.4,11378.7,701.2,1862.3,5199.9,1377.1,8533.6,3698.6,8051.2,6631.5,8542.3,13016.0,5310.4,1527.7,14911.8,17174.2,10321.8,4358.4,5241.8,15867.7,15780.8,7075.5,1422.6,10150.6,1392.7,4285.9,4203.0,10413.9,2486.1,10452.0,12263.8,11845.1,11679.9,9113.3,16192.7,625.9,3149.1,8687.3,3691.4,6083.0,890.0,4421.2,6170.7,8474.2,9367.7,8518.2,8703.8,8473.2,5685.9,8805.5,15237.1,1566.7,6251.0,3608.3,5704.6,1191.0,6963.2,6145.8,8959.0,8475.8,803.7,1250.5,13545.7,5633.2,9348.3,7466.7,5202.0,2787.1,6924.4,4535.5,9261.7,910.6,1594.2,2272.3,8109.8,3649.9,6689.7,7485.2,11309.5,5559.6,14736.6,15897.9,9003.7,2637.3,1730.3,2895.6,8707.3,14165.5,8568.7,5815.5,634.2,4001.4,2022.5,8587.9,12463.7,3034.4,14468.7,9734.8,8124.2,15059.1,4597.5,7406.1,8057.8
Belgium,5355.1,1596.7,2506.0,15956.1,911.4,6959.0,6881.6,6887.7,11881.0,3338.2,7843.8,14888.4,808.0,3513.4,7342.1,4765.6,7730.2,7054.8,1639.9,0.0,8758.1,4571.9,5894.6,7426.5,9919.0,7750.3,1237.1,8309.1,9022.5,8990.9,6976.2,11029.3,1817.8,4279.0,6446.5,9670.3,4837.6,6583.8,4598.7,8012.8,5101.2,4093.9,12096.2,7646.1,11691.7,11211.3,8823.5,7898.0,16478.4,9054.1,4852.9,1001.9,7652.9,7804.2,2889.9,789.2,6266.5,722.8,5512.4,6995.1,7342.0,9645.0,3450.7,9072.6,5442.0,5037.6,1595.5,8937.1,5654.0,12838.8,1446.8,16213.8,1817.1,504.0,15691.0,12662.2,5726.2,4484.2,3085.6,427.6,4745.5,1780.0,1862.1,3311.8,7277.3,11942.0,8996.4,518.8,4681.9,4650.9,7733.0,7473.2,8769.0,9408.9,1162.1,2107.9,7180.6,11441.0,4471.6,3717.4,930.4,740.6,3312.8,1143.6,7898.6,9388.2,495.7,3438.1,4418.0,6431.6,14741.1,1530.6,4279.4,5347.2,8877.0,1499.5,3147.2,9177.9,5054.5,2895.5,526.2,1401.6,141.2,9391.2,8724.7,7637.4,10179.7,8242.2,3730.7,1803.6,13491.9,3541.1,9413.3,9136.9,12806.9,1775.6,783.1,6748.7,1429.0,6941.7,2287.3,8245.1,8261.1,8253.2,14223.1,6922.0,190.0,16331.0,18709.0,8893.3,3663.5,4608.9,16479.3,17251.4,8517.8,1656.0,11578.1,1137.7,5489.4,5732.0,11996.0,3261.0,8946.2,13841.4,10251.0,10055.9,10738.2,15020.0,1035.7,1584.8,7130.8,4849.6,5724.6,1599.1,5755.9,6295.1,6891.6,8390.8,6932.6,7094.2,6892.9,4360.5,7194.0,15917.0,946.6,5580.0,4568.8,4343.5,1439.8,7814.0,4897.2,10554.3,6895.3,1117.9,917.1,14957.0,6349.8,9161.8,8942.9,5439.5,1285.8,8368.3,4783.9,7621.9,1393.3,494.4,3281.2,9704.3,5263.7,6947.3,9114.2,12948.5,4655.9,15386.3,16749.8,7384.7,1891.5,2726.8,4436.1,7217.2,15152.0,7001.4,6044.8,1939.7,5189.4,758.5,7573.1,10933.5,4637.3,15804.4,8123.8,9763.0,15927.2,5521.0,7408.7,8072.7
